epoch,train_loss,eval_loss,eval_top1,eval_top5
0,1.6300879228180145,0.9065599848812091,62.145980077554405,99.99431578691566
1,1.2040759207553182,0.5564326070653777,77.01161948052251,99.995736840512
2,1.1443065160183996,0.530412593085786,78.97551525099396,99.99715789367467
3,1.1202324814258595,0.5043638466463967,79.97404209232388,99.99621052489955
4,1.1034179487829863,0.5288964412371057,79.96504208758704,99.99621052489955
5,1.0913296096103708,0.4836101837387371,80.00293684437375,99.99763157806223
6,1.0779289805108379,0.4790050357621265,80.88067414844602,99.995736840512
7,1.0759008204018874,0.488640117003566,80.94556891944328,99.99905263122488
8,1.0672866487372927,0.5029440980634492,81.34488491908327,99.99810526244978
9,1.0663266960529214,0.45130012733377023,81.46141129620241,99.99905263122488
10,1.05365602248289,0.45444019611369085,81.70156931733821,99.99526315612445
11,1.0523161602388953,0.4696059418070417,81.83420096609171,99.99905263122488
12,1.0440909957762845,0.4578749019030562,82.13593796700593,99.99905263122488
13,1.04149362014741,0.4806012589119337,81.71909564235207,99.99810526244978
14,1.040887478140356,0.5094949375321557,82.25578013534391,99.99526315612445
15,1.0411722812600537,0.47234456863820096,83.45657024102292,99.99526315612445
16,1.0325773845772948,0.4623608862582777,82.55420134503929,99.99857894683733
17,1.0331583826956856,0.4398810757059117,84.19930747404251,99.99810526244978
18,1.0299437127017916,0.4614220969228427,84.03730738877931,99.99952631561244
19,1.026708550222575,0.4635097795155704,82.8336751763413,99.99621052489955
20,1.021450751835538,0.43840795107900754,84.1069390043749,99.99621052489955
21,1.0219358064464688,0.4373973230401267,84.52236027564925,99.99715789367467
22,1.0210541096183299,0.4560009973257224,83.24199118071814,99.99526315612445
23,1.0124579734372832,0.43233810386255395,83.95109681708954,100.0
24,1.0089466798262137,0.48059623720585926,82.88767520476236,99.995736840512
25,1.0066818338838615,0.4221330931883136,83.18372799215857,99.99810526244978
26,1.0021852837901466,0.4419639845118156,83.03120159609205,99.99715789367467
27,1.006258889897221,0.41570140234433406,84.64125507506756,99.99715789367467
28,1.0053943493208646,0.4496296165032511,84.36320229714505,100.0
29,1.0030631529084837,0.41874535182385747,84.26988645855776,99.99763157806223
30,0.993300016176491,0.43384649152292387,83.2372543361198,99.99621052489955
31,0.9999082018166617,0.426191815564888,83.3921491544855,100.0
32,0.9956204803912404,0.41215282793261565,84.12920217398708,99.99668420928711
33,0.9960067205316302,0.4839654345726538,84.67157088049693,99.99715789367467
34,0.9941449979169937,0.4797976720567496,84.22204432811454,99.99857894683733
35,0.99062953624601,0.4810838345712551,82.03030633246296,99.995736840512
36,0.9915505842666614,0.4660676085360721,84.57209714393181,99.99857894683733
37,0.9957447519911066,0.40860957665208536,84.21967590581536,99.99763157806223
38,0.9857938558568081,0.408886346073858,83.5527281863692,99.99810526244978
39,0.9910625429714427,0.4201232424503372,84.62183401221436,99.99763157806223
40,0.9887154712830261,0.4474013370861151,83.59251768099524,99.99905263122488
41,0.9887573410880572,0.4293779853215721,84.80136042249143,99.99715789367467
42,0.9827625393831346,0.4593047367689101,84.3556233457877,99.99668420928711
43,0.9819700201762092,0.46826405820273254,84.44088654855781,99.99526315612445
44,0.9802926881447787,0.4390413592362942,83.19130694351591,99.99763157806223
45,0.9799733277954716,0.4194361386956258,84.77483409274073,99.99952631561244
46,0.983552043097463,0.5142946301334813,84.5635708236548,99.99857894683733
47,0.9837979432884457,0.44472789522610084,84.95767629423662,99.99857894683733
48,0.9776237545554171,0.4164038218288943,84.75967619002604,100.0
49,0.9803349535489819,0.4033441312632314,85.02730790983222,100.0
50,0.9808785519576781,0.4057126784077205,84.8330972813003,99.99810526244978
51,0.9784529002382222,0.42584931280901256,83.47504393495643,99.995736840512
52,0.977493483977581,0.4472831361236004,84.5649918770343,99.99621052489955
53,0.9796639045055452,0.4019807833541202,84.40962337420878,99.99763157806223
54,0.9813082755298742,0.4666486552759624,84.73362354473518,99.99810526244978
55,0.9822269175868095,0.4494784506878431,85.01546579833636,100.0
56,0.9766238730665118,0.5533772396921949,85.09788689434747,99.99857894683733
57,0.9792499630613136,0.4216414850747042,84.8861499408017,100.0
58,0.9791108428925872,0.5155654007411031,83.38835967880682,99.99715789367467
59,0.982528053246678,0.40562100088618763,85.14004481127269,100.0
60,0.9722110084362504,0.4373822679872508,84.83072885900113,99.99668420928711
61,0.9768348502852542,0.4162391975455198,84.76914987922272,100.0
62,0.9772588401725611,0.4154863039546724,85.0424658125469,100.0
63,0.9730801431246423,0.40227484512259987,85.10357110786548,99.99857894683733
64,0.9755999846412168,0.4498739222214086,84.67630772509527,99.99763157806223
65,0.9706785055165438,0.42785649101962436,84.31346542886249,99.995736840512
66,0.9752758445343587,0.4839090930717675,84.91030784825323,99.99763157806223
67,0.9755825964590504,0.4246735509644651,84.73978144271302,99.99857894683733
68,0.9764314838761341,0.4335902470698868,85.19830799983225,99.99857894683733
69,0.9767983646881515,0.47193562840530673,85.11588690382115,99.99810526244978
70,0.9767821123196617,0.4010070148139033,84.95957103207596,100.0
71,0.972118269554986,0.439868601504142,84.83688675697897,99.99952631561244
72,0.974961003583442,0.43371558570378904,83.77914935816982,99.99526315612445
73,0.9722992122679353,0.3894187488551662,84.88567625634187,99.99810526244978
74,0.9703972527046794,0.41888514120297976,84.35230755456887,99.99857894683733
75,0.9711220926447591,0.397919413243405,85.11872901058015,100.0
76,0.9721759811287725,0.38954454189447735,84.31014963764365,99.99810526244978
77,0.9762741575427601,0.43079873854648093,84.9055710036549,99.99810526244978
78,0.9706959973291024,0.44118226010592587,85.12441322409816,99.99763157806223
79,0.9764067485991791,0.435574293564621,84.66825508927809,99.99810526244978
80,0.9729395835163956,0.4333629860349838,85.07278161797626,99.99526315612445
81,0.9748985298371011,0.4185055413740517,85.03915002132806,99.99715789367467
82,0.9717270451794978,0.5274726828523415,84.16757061523363,99.99668420928711
83,0.9740080445047,0.49231371016030107,84.94441312936128,99.99763157806223
84,0.9682657310209396,0.4816321650336562,84.77957093733907,100.0
85,0.9710176172872397,0.4431908384625669,84.00367579213109,99.99621052489955
86,0.9713770870442388,0.4550398071705396,83.92030732720032,99.99715789367467
87,0.968479859134947,0.4653696881957989,84.86341308672968,99.99857894683733
88,0.9722001034068367,0.459795607224396,85.04436055038623,99.99905263122488
89,0.9696171419449905,0.4756329332198111,85.07657109365493,100.0
90,0.9680954121581853,0.4078783772681775,84.3693601951229,99.99715789367467
91,0.9672205406582811,0.4097593132900723,85.01404474495686,99.99715789367467
92,0.9719828447477249,0.4219274535030448,84.90036047459672,99.99668420928711
93,0.9706165716820156,0.4564201112183393,85.07941320041394,99.99763157806223
94,0.9675765441105971,0.41376985963477303,85.07278161797626,99.99621052489955
95,0.967388896290789,0.4142491176053387,84.7269919622975,99.99810526244978
96,0.9678025875690129,0.5256187480657123,85.11825532612032,99.99526315612445
97,0.9659345833513504,0.40990673053797166,84.49346552359938,99.99857894683733
98,0.9651873990071044,0.5166880786010937,84.73646565149419,99.995736840512
99,0.9659117818999247,0.42571615747871927,85.02778159429205,99.99715789367467
100,0.9714194533317432,0.46309302308263517,85.33236070196526,99.99526315612445
101,0.9663724427949016,0.4122061119321452,85.25846592623117,99.99952631561244
102,0.964000833367058,0.42310849828063396,85.30820279451373,99.99810526244978
103,0.9696341973496178,0.444689177917819,84.95578155639728,99.99763157806223
104,0.9705739732111057,0.45252472917924197,84.728413015677,99.99763157806223
105,0.962437124397626,0.5441071275666138,84.1571495571173,99.99810526244978
106,0.9665888092458573,0.45658394703857214,85.22578169850263,99.99857894683733
107,0.9670436489104935,0.42413226135412524,85.03725528348872,100.0
108,0.9675398414210162,0.419764026471431,85.23715012553863,99.99857894683733
109,0.9659378342804871,0.39520774585246154,84.87336046038618,99.99810526244978
110,0.9691660051601738,0.5265337357159733,84.96667629897347,99.99810526244978
111,0.9659096334036948,0.46116533602797527,84.77530777720057,99.99526315612445
112,0.968013560630973,0.4132448641822949,85.16609745656355,99.99763157806223
113,0.967790105058758,0.40337486075800244,85.00504474022001,99.995736840512
114,0.9636820782452659,0.4664184421929231,85.02588685645271,100.0
115,0.9618457625713256,0.40005498316108756,84.94583418274078,99.99763157806223
116,0.966044712764267,0.5116675841691488,85.40104494864119,99.99668420928711
117,0.9623981898592919,0.5239932387710794,84.35041281672953,100.0
118,0.9673298249069744,0.3997773920935599,85.19167641739459,99.99952631561244
119,0.9634495656587198,0.3893098463392064,85.258939610691,99.99715789367467
120,0.9634572579652486,0.427387247779061,84.95151839625878,99.99715789367467
121,0.9613718100212935,0.4518381130396573,85.31341332357191,99.99715789367467
122,0.9643606692823661,0.5940750032781503,85.1263079619375,99.99763157806223
123,0.9647316867615542,0.42001572292668277,85.24804486811482,99.99763157806223
124,0.9634777087743098,0.4384420158742103,85.11446585044165,99.99810526244978
125,0.9622066719305017,0.521522276045582,84.8217288542643,100.0
126,0.9639106960893762,0.39960757927796314,85.24236065459681,99.99810526244978
127,0.9606412671565142,0.41214259966986483,85.1750974613004,99.99715789367467
128,0.9604769423558829,0.4741337441605718,85.10925532138349,99.99668420928711
129,0.9623194957878316,0.389610620566843,85.11636058828098,99.99526315612445
130,0.9626952246183912,0.48002541074250876,82.63993823226922,99.99715789367467
131,0.9655389929627418,0.40564478627029843,85.0760974091951,99.99763157806223
132,0.96131936621131,0.42245278840534567,84.35514966132787,99.99763157806223
133,0.9597122537468042,0.38543109212212456,85.21820274714528,99.99715789367467
134,0.9634011374089557,0.4872327197376233,84.9140973239319,99.99715789367467
135,0.9655112832188245,0.5292553916596747,85.01499211387653,99.99763157806223
136,0.9656306924496079,0.39766416789568226,84.82409727656345,99.99905263122488
137,0.9634339127705414,0.40666513792561415,85.05999213756076,99.99715789367467
138,0.9630111959430215,0.42726394720044675,85.11446585044165,99.99763157806223
139,0.9633043474179459,0.4726200550937888,85.18599220387658,99.99526315612445
140,0.9618003058968493,0.4407224713233928,84.6696761426576,99.99905263122488
